tic,ra,dec,n_sectors,min_sector,max_sector,observed_sectors,sectors_since_94,observed_since_94,resolver
50365310,112.3577341,-12.6959595,3,7,88,"7,34,88",,False,local
47384844,162.96496,-5.788634,4,9,89,"9,62,72,89",,False,local
374908020,88.73909,-65.958839,22,2,93,"2,3,6,9,10,13,29,30,33,36,39,61,62,63,64,65,66,87,88,89,90,93",,False,local
363260203,147.3853609,-63.306525,7,9,90,"9,11,36,37,63,64,90",,False,local
259863352,40.363762,-71.462488,12,1,96,"1,2,13,27,28,29,67,69,90,94,95,96","94,95,96",True,local
323132914,127.994223,-78.407425,12,10,93,"10,11,12,13,37,38,39,64,65,66,87,93",,False,local
253990973,284.6887645,-41.24217401,3,13,94,"13,67,94",94,True,local
7088246,286.366701,-50.067352,3,13,94,"13,67,94",94,True,local
31858844,289.478676,-32.86113,5,13,94,"13,27,67,92,94",94,True,local
379240073,283.119462,-55.387918,4,13,94,"13,66,93,94",94,True,local
161032923,276.3702,-52.2143,3,13,93,"13,66,93",,False,local
261108236,83.276016,-80.815658,21,1,95,"1,4,8,11,12,13,27,28,31,38,39,61,62,65,66,67,88,89,93,94,95","94,95",True,local
322270620,296.8294,-87.3216,7,12,94,"12,13,39,66,67,93,94",94,True,local
343648136,272.3118113,-76.3007611,5,12,93,"12,13,39,66,93",,False,local
129319156,228.8431328,-52.8859636,3,12,65,"12,38,65",,False,local
122220263,290.020843,36.6377055,7,14,81,"14,40,41,54,74,75,81",,False,local
23434737,168.225201,-34.406748,5,9,90,"9,10,36,63,90",,False,local
33878688,66.222304,-73.333341,41,1,96,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
389924075,87.874293,-70.991817,38,1,96,"1,2,4,5,6,7,8,9,10,11,12,27,28,29,30,31,32,34,35,36,37,38,39,61,62,63,64,65,67,68,69,87,88,89,90,94,95,96","94,95,96",True,local
453260209,146.8796,-77.2962,10,10,93,"10,11,12,37,38,39,64,65,66,93",,False,local
248092710,193.260716,-44.099365,4,10,64,"10,11,37,64",,False,local
382437043,117.215119,-63.720261,40,1,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,63,64,65,67,68,69,87,88,89,90,94,95,96","94,95,96",True,local
360156606,186.76803,-72.45179,5,11,65,"11,12,38,64,65",,False,local
364395234,116.501431,-61.879903,35,1,96,"1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,67,68,69,87,88,89,90,94,95,96","94,95,96",True,local
260647166,186.574587,-51.362819,3,10,37,"10,11,37",,False,local
90504905,290.5723702,26.31955549,4,14,81,"14,40,54,81",,False,local
233059608,269.807205,64.14254,38,14,84,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,50,51,52,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84",,False,local
274762761,301.3475332,38.23080798,9,14,82,"14,15,41,54,55,74,75,81,82",,False,local
158561566,287.708814,47.33305,13,14,82,"14,15,26,40,41,53,54,55,74,75,80,81,82",,False,local
286923464,203.510581,53.7285273,5,15,76,"15,16,22,49,76",,False,local
417948359,199.1966264,49.861039,5,15,76,"15,16,22,49,76",,False,local
445859771,214.1205518,58.3904448,8,15,77,"15,16,22,23,48,50,75,77",,False,local
13499636,320.2016468,28.05574493,3,15,82,"15,55,82",,False,local
43064903,302.6674623,40.66899793,8,14,82,"14,15,41,54,55,75,81,82",,False,local
153949511,172.7483541,66.79658998,7,14,75,"14,15,21,47,48,74,75",,False,local
293687315,216.5239895,59.4442469,8,15,77,"15,16,22,23,48,50,75,77",,False,local
357457104,315.540896,45.7757408,8,15,83,"15,16,55,56,75,76,82,83",,False,local
260128333,92.13321,-59.541114,41,1,96,"1,2,3,4,5,6,7,8,9,10,11,12,27,28,29,30,31,32,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
160487753,238.0318005,74.4066944,28,15,86,"15,16,19,20,21,22,23,25,26,40,41,47,48,49,52,53,56,59,60,73,74,75,76,79,80,82,83,86",,False,local
277566483,311.1946057,54.5021842,11,15,84,"15,16,55,56,57,75,76,77,82,83,84",,False,local
252490659,344.3597897,53.1408896,5,16,84,"16,17,57,77,84",,False,local
276360911,329.0533551,55.7409626,8,16,84,"16,17,56,57,76,77,83,84",,False,local
343019899,334.5036965,54.3189996,8,16,84,"16,17,56,57,76,77,83,84",,False,local
259129875,291.880214,68.0146619,40,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,51,52,53,54,55,56,57,58,59,60,73,74,75,76,78,79,81,82,83,84,85,86",,False,local
352239069,292.1960689,58.6147568,32,14,86,"14,15,16,17,20,23,24,26,40,41,47,50,53,54,55,56,57,58,59,60,73,74,75,76,77,80,81,82,83,84,85,86",,False,local
69747919,336.57612,-18.01167,5,2,96,"2,28,42,92,96",96,True,local
116483734,233.0650472,47.86105052,7,16,78,"16,23,24,50,51,77,78",,False,local
148782377,219.0373962,42.37827467,4,16,77,"16,23,50,77",,False,local
158025009,216.9240238,41.95342212,4,16,77,"16,23,50,77",,False,local
164173105,335.825247,35.03500005,3,16,83,"16,56,83",,False,local
224600500,281.8330887,16.90851358,5,26,80,"26,40,53,54,80",,False,local
311035838,206.0941413,48.0286684,4,16,76,"16,22,49,76",,False,local
154383539,215.6024567,55.33367413,8,15,77,"15,16,22,23,49,50,76,77",,False,local
343628284,316.3241299,57.77137353,8,15,84,"15,16,17,57,76,77,82,84",,False,local
356158613,300.707846,39.66814924,9,14,82,"14,15,41,54,55,74,75,81,82",,False,local
16920150,19.36150488,26.74617467,3,17,84,"17,57,84",,False,local
427654774,349.2873388,70.19002051,11,17,85,"17,18,24,25,52,57,58,77,78,84,85",,False,local
431514478,357.001182,49.79053481,3,17,84,"17,57,84",,False,local
197650870,336.7050508,52.2278567,8,16,84,"16,17,56,57,76,77,83,84",,False,local
377191482,317.1152149,56.0453355,8,15,83,"15,16,17,56,76,77,82,83",,False,local
459978312,255.5656162,64.6007402,41,14,86,"14,15,16,17,18,19,20,21,22,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
198457103,261.9211354,57.5104977,42,14,86,"14,15,16,17,18,19,20,21,22,23,24,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
219751469,261.1999283,61.4234248,43,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
430677414,333.6697758,53.2396136,8,16,84,"16,17,56,57,76,77,83,84",,False,local
434718964,345.4880663,64.0673366,9,17,85,"17,18,24,57,58,77,78,84,85",,False,local
367607434,348.8750086,46.5759884,4,16,84,"16,17,57,84",,False,local
440100539,4.358048,42.2823233,3,17,84,"17,57,84",,False,local
326919774,22.9730085,46.3998454,4,17,85,"17,18,58,85",,False,local
117322779,48.3522635,49.783757,3,18,86,"18,58,86",,False,local
249945230,38.8094534,48.2741864,3,18,85,"18,58,85",,False,local
285674856,53.1962904,51.8845657,3,18,86,"18,59,86",,False,local
285677945,53.098973,50.4990307,3,18,86,"18,59,86",,False,local
292321872,31.9022079,45.5001721,2,18,58,"18,58",,False,local
445144327,11.2341435,58.7120785,5,17,85,"17,18,24,58,85",,False,local
52041724,14.1194913,65.6789898,5,18,85,"18,24,25,78,85",,False,local
129991079,37.1323071,40.8913613,3,18,85,"18,58,85",,False,local
229951289,288.6754488,60.6710314,41,14,85,"14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,85",,False,local
387260717,309.3486846,70.9541754,22,16,86,"16,17,18,19,22,24,25,49,52,56,57,58,59,73,76,77,78,79,83,84,85,86",,False,local
310003988,224.8728253,46.9601334,5,16,77,"16,23,24,50,77",,False,local
29054413,50.91635665,25.04807204,6,18,71,"18,42,43,44,70,71",,False,local
51024887,42.15414606,62.18970895,5,18,86,"18,58,59,85,86",,False,local
165551882,266.7662563,57.22476105,41,14,85,"14,15,16,17,18,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,85",,False,local
387527558,312.3266436,70.7963538,21,16,86,"16,17,18,19,24,25,49,52,56,57,58,59,73,76,77,78,79,83,84,85,86",,False,local
459903429,130.9680591,86.2283876,13,19,86,"19,20,26,40,47,52,53,59,60,73,74,79,86",,False,local
28900646,68.59373014,43.03741375,3,19,86,"19,59,86",,False,local
103448870,66.8346835,73.0238567,9,19,86,"19,25,26,52,53,59,73,79,86",,False,local
198384408,257.7851918,56.65916066,38,14,86,"14,15,17,18,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,56,57,59,60,73,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
470381900,65.28056346,48.81991372,3,19,86,"19,59,86",,False,local
461662295,124.4469306,51.0105801,3,20,60,"20,47,60",,False,local
159418353,240.1773557,83.25819467,18,14,86,"14,19,20,21,25,26,40,41,47,48,52,53,59,73,74,75,79,86",,False,local
174041208,351.0175868,43.37687072,4,16,84,"16,17,57,84",,False,local
435680451,17.91396521,79.16558516,12,18,86,"18,19,25,26,52,58,59,73,78,79,85,86",,False,local
85293053,156.8379097,34.3910319,2,21,48,"21,48",,False,local
4897275,148.1605375,35.11165494,2,21,48,"21,48",,False,local
21535395,164.7760668,40.98360779,2,21,48,"21,48",,False,local
229938290,287.6809809,64.15334199,40,14,86,"14,15,16,17,18,20,21,22,23,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,84,85,86",,False,local
310981412,161.4280638,69.2007876,9,14,75,"14,20,21,40,41,47,48,74,75",,False,local
233684293,182.6832893,64.3364956,6,14,75,"14,15,21,41,48,75",,False,local
29191596,151.7207939,45.8835396,2,21,48,"21,48",,False,local
304142124,164.859562,-56.623036,6,10,90,"10,36,37,63,64,90",,False,local
286916251,203.3977028,49.06113621,6,15,76,"15,16,22,23,49,76",,False,local
198153540,211.0941078,46.5193993,7,16,77,"16,22,23,49,50,76,77",,False,local
8967242,167.2329623,34.3031907,2,22,48,"22,48",,False,local
138762614,164.2549881,24.88242621,1,22,22,22,,False,local
165763244,232.1400838,55.18541787,10,16,78,"16,22,23,24,49,50,51,76,77,78",,False,local
207425167,242.7477166,58.29455276,19,15,85,"15,16,22,23,24,25,49,50,51,52,56,58,76,77,78,79,82,83,85",,False,local
237108272,257.13923,78.5869923,33,14,86,"14,15,18,19,20,21,22,24,25,26,40,41,47,48,49,51,52,53,54,55,58,59,73,74,75,76,78,79,80,81,82,85,86",,False,local
341815767,267.5200379,54.6361783,40,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,58,60,73,74,75,77,78,79,80,81,82,83,84,85,86",,False,local
347332255,189.8395999,20.02778798,2,23,49,"23,49",,False,local
144441148,207.9061694,33.49243318,2,23,77,"23,77",,False,local
168699373,213.1440479,47.01473488,6,16,77,"16,23,49,50,76,77",,False,local
198108326,209.3894452,43.4935007,6,16,77,"16,23,49,50,76,77",,False,local
54002556,23.5214,-14.4192098,2,3,30,"3,30",,False,local
219824469,204.4402755,48.2500953,5,16,76,"16,22,23,49,76",,False,local
224313733,234.0992727,57.8906691,10,15,78,"15,16,22,23,24,49,50,51,76,78",,False,local
202426247,226.4579343,64.047206,14,14,81,"14,15,16,21,22,23,41,48,49,50,75,76,77,81",,False,local
400430915,295.3822089,57.325662,22,14,84,"14,16,17,20,23,40,41,47,50,54,55,56,57,60,74,75,76,77,81,82,83,84",,False,local
139198430,345.631132,-46.085194,5,1,96,"1,28,68,95,96","95,96",True,local
63698669,5.164956,-33.984408,4,2,96,"2,29,69,96",96,True,local
280865159,100.798339,-78.281165,38,1,95,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,30,31,32,33,34,35,36,37,38,61,62,63,64,65,66,67,68,87,88,89,90,93,94,95","94,95",True,local
53750200,103.5173565,-27.0503951,5,6,87,"6,7,33,34,87",,False,local
47617161,220.426853,-33.826103,3,11,65,"11,38,65",,False,local
127793615,218.270263,-43.298398,3,11,65,"11,38,65",,False,local
468997317,144.023965,-51.744682,8,9,90,"9,10,35,36,62,63,89,90",,False,local
41173048,91.2246465,-69.3603252,37,1,96,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,30,31,32,33,34,35,36,37,38,62,63,64,66,67,68,69,88,89,90,93,94,95,96","94,95,96",True,local
26547036,292.1666485,53.48732153,14,14,83,"14,15,16,40,54,55,56,74,75,76,80,81,82,83",,False,local
136916387,230.450752,-48.317605,3,12,65,"12,38,65",,False,local
159781361,234.4316841,48.9554061,6,16,78,"16,23,24,50,77,78",,False,local
16884216,232.863124,33.90203256,5,24,78,"24,50,51,77,78",,False,local
53709089,17.7367371,61.0921083,4,18,85,"18,24,58,85",,False,local
405559035,234.8613837,55.1536007,9,16,78,"16,22,23,24,49,50,51,77,78",,False,local
159873822,237.9241797,52.3063143,7,16,78,"16,23,24,50,51,77,78",,False,local
396356111,2.600379,58.4894815,9,17,85,"17,18,24,57,58,77,78,84,85",,False,local
334811204,331.7017944,63.5990601,9,16,85,"16,17,18,24,57,77,78,84,85",,False,local
198187049,245.7279239,61.69463168,41,14,86,"14,15,16,17,18,19,20,21,22,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
441642457,209.8830144,58.93301276,8,15,76,"15,16,22,23,48,49,75,76",,False,local
158075010,218.184663,43.75634231,4,16,77,"16,23,50,77",,False,local
23814735,210.0444797,38.70577258,3,16,50,"16,23,50",,False,local
27491137,217.3926784,39.7904292,4,16,77,"16,23,50,77",,False,local
159244568,227.1787972,82.44721301,15,14,86,"14,19,21,26,41,47,48,52,53,59,60,73,75,79,86",,False,local
367739494,250.3834485,80.04560106,25,14,86,"14,15,18,19,20,21,25,26,40,41,47,48,52,53,55,59,60,73,74,75,78,79,81,82,86",,False,local
233633993,284.7675101,60.15419287,40,14,86,"14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60,73,74,76,77,78,79,80,81,82,83,84,85,86",,False,local
441738827,259.2538462,72.74686479,37,15,86,"15,16,18,19,20,21,22,23,24,25,26,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,75,76,77,78,80,81,82,83,84,85,86",,False,local
230387153,285.9215176,65.78539922,41,14,86,"14,15,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
233721037,276.3941461,64.63673469,39,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,56,57,58,59,60,74,76,77,78,79,80,81,82,83,84,85,86",,False,local
219778329,263.8519514,64.38045209,38,14,86,"14,15,16,17,18,19,20,21,22,23,25,26,40,41,47,48,49,50,51,52,53,54,55,56,58,59,73,74,75,76,77,78,79,80,81,83,85,86",,False,local
393965778,212.5468971,45.56399453,6,16,77,"16,23,49,50,76,77",,False,local
356016119,254.14323,70.02731556,40,14,86,"14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60,73,74,76,77,78,79,80,81,82,83,84,85,86",,False,local
289590465,253.4429128,65.29411639,40,14,86,"14,15,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,60,73,74,75,76,77,78,79,80,81,82,84,85,86",,False,local
156199502,181.0738794,83.43765328,9,14,74,"14,19,21,26,41,53,60,73,74",,False,local
393911494,207.1786264,44.91202689,7,16,77,"16,22,23,49,50,76,77",,False,local
394029948,282.2290403,78.568858,33,14,86,"14,17,18,20,21,23,24,25,26,40,47,48,50,51,52,53,54,55,57,58,59,60,73,74,75,77,78,79,80,81,84,85,86",,False,local
105840719,243.9410511,17.02401787,4,25,78,"25,51,52,78",,False,local
21832928,256.9826233,32.10548401,4,25,79,"25,26,52,79",,False,local
49967354,277.9077504,13.8979607,4,26,80,"26,40,53,80",,False,local
75656058,270.8987026,38.0735409,7,26,80,"26,40,52,53,74,79,80",,False,local
298663873,277.9437126,56.650852,41,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,77,78,79,80,81,82,83,84,85,86",,False,local
100504381,308.563623,-48.274671,3,27,94,"27,67,94",94,True,local
376168473,310.483532,-38.877982,3,27,94,"27,67,94",94,True,local
198485881,194.7403393,77.66158044,11,14,75,"14,20,21,26,40,41,47,48,53,74,75",,False,local
165530380,266.4064689,59.51416552,40,14,86,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,75,76,77,78,79,80,81,82,84,85,86",,False,local
235943205,295.9276257,78.72594967,25,17,85,"17,18,19,20,23,24,25,26,40,47,50,53,54,57,58,59,60,73,74,77,78,79,80,84,85",,False,local
310231275,239.7875524,32.39641639,3,24,51,"24,25,51",,False,local
8348911,245.2797999,31.57687825,6,24,79,"24,25,51,52,78,79",,False,local
459837008,65.05217189,84.90176636,12,19,86,"19,20,25,26,40,52,53,59,60,73,79,86",,False,local
20203297,226.4698848,39.63640697,5,23,77,"23,24,50,51,77",,False,local
441798995,264.147791,77.12612177,43,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
265460043,359.8527254,68.38410822,5,17,78,"17,18,25,58,78",,False,local
272679240,234.5131269,69.01764027,27,14,84,"14,15,16,17,20,21,22,23,26,40,41,47,48,49,50,54,56,57,60,74,75,76,77,80,81,83,84",,False,local
115623434,255.2456571,45.38621314,8,24,79,"24,25,26,51,52,53,78,79",,False,local
115583726,254.5885195,45.93644815,7,24,79,"24,25,26,51,52,78,79",,False,local
264171144,163.304205,79.07034809,10,14,74,"14,20,21,26,40,41,47,53,60,74",,False,local
198211976,248.3338178,63.52402579,42,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
462615350,251.119187,60.08610418,41,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
284361752,288.1084382,54.64048864,20,14,83,"14,15,16,26,40,49,53,54,55,56,59,60,73,74,75,76,80,81,82,83",,False,local
48018596,281.5766148,50.49235014,12,15,86,"15,26,41,53,54,55,75,79,80,81,82,86",,False,local
165554103,266.9318201,55.87279519,41,14,86,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,58,60,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
362220495,286.2227,79.7553,28,14,86,"14,17,18,20,21,24,25,26,40,41,47,50,51,52,53,54,58,59,60,73,74,77,78,79,80,81,85,86",,False,local
280031353,297.4159781,68.88334376,42,14,86,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82,83,84,85,86",,False,local
283829553,228.5684007,51.46874397,8,16,77,"16,23,24,49,50,51,76,77",,False,local
144000801,336.2788398,-52.53662181,2,28,68,"28,68",,False,local
70420766,339.4360142,-30.60829574,3,28,96,"28,68,96",96,True,local
328012209,2.944260413,-68.57013641,5,27,94,"27,28,67,68,94",94,True,local
38467100,61.52394,-60.46724,21,1,96,"1,2,4,5,8,11,28,29,30,31,32,35,38,62,64,65,68,69,89,95,96","95,96",True,local
325468685,354.81687,-78.74653,7,1,95,"1,13,28,67,68,94,95","94,95",True,local
349488688,253.7848175,20.4913316,3,25,79,"25,52,79",,False,local
138126035,196.7364258,16.54944814,2,23,50,"23,50",,False,local
69819610,337.8872324,-23.1648938,3,28,96,"28,68,96",96,True,local
152800085,343.5446728,-36.2876993,4,2,96,"2,28,68,96",96,True,local
175456679,350.49133,-40.174325,5,2,96,"2,28,29,69,96",96,True,local
358579111,54.2213865,-60.061458,9,2,96,"2,3,4,29,30,31,68,69,96",96,True,local
201177276,358.0919282,-53.04316347,8,1,96,"1,2,28,29,68,69,95,96","95,96",True,local
231850364,26.96502,-61.68676,8,1,96,"1,2,28,29,68,69,95,96","95,96",True,local
144297844,178.8908058,-10.0290762,6,9,91,"9,36,46,63,90,91",,False,local
212957629,8.805080749,-3.370635456,5,3,70,"3,30,42,43,70",,False,local
321068176,44.33851334,-41.19169529,4,3,31,"3,4,30,31",,False,local
10837041,20.9229701,-8.7013841,2,3,30,"3,30",,False,local
684936227,62.3783954,-62.8513709,38,1,96,"1,2,3,4,5,7,8,9,10,11,12,27,28,29,30,31,32,34,35,37,38,39,61,62,63,64,65,66,67,68,69,88,89,90,93,94,95,96","94,95,96",True,local
237320326,344.8734116,-60.44780995,2,28,68,"28,68",,False,local
161223358,340.9770129,-53.42835522,4,1,95,"1,28,68,95",95,True,local
313891529,0.3149705876,-28.49321733,4,2,96,"2,29,69,96",96,True,local
274193763,53.831468,3.028639,1,31,31,31,,False,local
219175972,91.41053463,-51.68016726,17,1,95,"1,5,7,8,11,28,31,32,33,34,38,61,65,68,87,88,95",95,True,local
29959760,42.26351821,-16.55964301,2,4,31,"4,31",,False,local
170729775,67.9843188,-34.4552807,4,4,32,"4,5,31,32",,False,local
452375478,88.09025539,-48.09085962,6,5,87,"5,6,7,32,33,87",,False,local
449257028,79.8440038,3.1227204,1,32,32,32,,False,local
412054152,79.7424618,15.2031452,5,32,71,"32,43,44,45,71",,False,local
1449756,75.1748721,-34.8158952,2,5,32,"5,32",,False,local
139251123,347.13598,-45.02652,5,1,96,"1,28,68,95,96","95,96",True,local
33091590,104.8269759,-4.828231324,3,7,87,"7,33,87",,False,local
354519019,82.5599572,-43.7982965,5,5,87,"5,6,32,33,87",,False,local
149601126,86.8507834,-60.5214084,38,1,96,"1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,67,68,69,87,88,89,90,94,95,96","94,95,96",True,local
204698337,185.5297902,-24.9430576,4,10,90,"10,37,63,90",,False,local
341419787,120.153318,-54.508949,12,7,90,"7,8,9,34,35,36,61,62,63,88,89,90",,False,local
441155146,332.7592398,-27.2955634,4,1,95,"1,28,68,95",95,True,local
157698565,107.488274,-37.230978,6,7,88,"7,33,34,61,87,88",,False,local
176772671,142.5666788,-18.84306635,4,8,89,"8,35,62,89",,False,local
149539158,86.01858199,-59.94606122,40,1,96,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
234282389,335.26805,-64.7122,7,1,95,"1,27,28,67,68,94,95","94,95",True,local
382259755,82.5517085,-57.4117009,42,1,96,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
391900348,115.688737,-68.864555,41,1,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96","94,95,96",True,local
386131764,111.5904228,-13.92564106,4,7,88,"7,34,87,88",,False,local
234527228,16.3178086,-65.048949,8,1,96,"1,2,28,29,68,69,95,96","95,96",True,local
231065398,31.899813,-56.140523,6,2,96,"2,3,29,30,69,96",96,True,local
161568891,74.4319058,-47.0215803,5,4,32,"4,5,6,31,32",,False,local
92359852,52.230991,-19.974648,2,4,31,"4,31",,False,local
43475220,74.8257185,-7.3836585,2,5,32,"5,32",,False,local
248655096,67.2881749,-3.1896321,2,5,32,"5,32",,False,local
445145355,100.7811419,-17.9584827,3,6,87,"6,33,87",,False,local
282102605,103.0182818,-2.0328636,3,6,87,"6,33,87",,False,local
279989567,100.5647507,-4.9498892,3,6,87,"6,33,87",,False,local
193220940,157.9213471,-24.2247352,3,9,62,"9,36,62",,False,local
281489322,110.8630031,-50.2433929,9,7,89,"7,8,33,34,35,62,87,88,89",,False,local
238020894,103.0014091,-49.5617045,9,6,88,"6,7,8,33,34,35,61,87,88",,False,local
119448220,97.7902618,-39.2105387,5,6,87,"6,7,33,34,87",,False,local
4729001,141.4247533,-41.7628175,6,8,89,"8,9,35,36,62,89",,False,local
463469906,153.7795418,-54.9372881,7,9,90,"9,10,36,37,63,64,90",,False,local
448536355,166.0009083,-30.1719245,4,9,90,"9,36,63,90",,False,local
361343239,143.9265177,-60.3574758,6,9,90,"9,36,37,63,64,90",,False,local
311252710,151.8856927,-43.6294289,6,9,90,"9,36,62,63,89,90",,False,local
168449943,166.8410351,-27.2183569,3,9,90,"9,63,90",,False,local
48768158,162.2268092,-32.4198711,4,9,90,"9,36,63,90",,False,local
468977648,143.9454363,-52.3713818,8,9,90,"9,10,35,36,62,63,89,90",,False,local
356461227,134.4464032,-61.6143187,9,9,90,"9,10,35,36,37,62,64,89,90",,False,local
437560683,141.4166109,-54.8412352,8,9,90,"9,10,35,37,62,63,89,90",,False,local
45054849,129.7780625,-56.2616556,9,8,90,"8,9,10,35,36,62,63,89,90",,False,local
452576848,142.5312978,-76.2205904,10,10,93,"10,11,12,37,38,39,64,65,66,93",,False,local
398725538,161.9532696,-68.150893,6,10,65,"10,11,37,38,64,65",,False,local
391645374,161.80711,-60.7502856,6,10,90,"10,11,37,63,64,90",,False,local
376036292,152.7454566,-64.1172615,8,10,90,"10,11,36,37,38,63,64,90",,False,local
464067218,155.3075423,-58.5370109,7,9,90,"9,10,36,37,63,64,90",,False,local
463681005,154.5138352,-56.7878923,7,9,90,"9,10,36,37,63,64,90",,False,local
463343283,153.6738031,-55.37939,7,9,90,"9,10,36,37,63,64,90",,False,local
447976172,157.9135931,-48.9940776,5,9,63,"9,10,36,37,63",,False,local
447593267,157.3992867,-53.6588801,7,9,90,"9,10,36,37,63,64,90",,False,local
441444262,145.3063013,-54.3491303,8,9,90,"9,10,36,37,62,63,89,90",,False,local
364427226,161.2805947,-48.6492733,6,9,90,"9,10,36,37,63,90",,False,local
103832313,194.7609034,-35.9729423,3,10,64,"10,37,64",,False,local
57793060,174.7593765,-32.1906083,4,10,90,"10,36,63,90",,False,local
453396346,150.7848278,-72.2678249,8,10,90,"10,11,12,37,38,64,65,90",,False,local
448688668,212.6756528,-66.4576572,4,11,65,"11,12,38,65",,False,local
270347814,215.522891,-30.51238,2,11,38,"11,38",,False,local
296670796,223.9778707,-61.0630844,4,11,65,"11,12,38,65",,False,local
466318137,165.7320788,-60.1968705,5,10,90,"10,11,63,64,90",,False,local
456962262,201.4731799,-59.1812603,4,11,65,"11,38,64,65",,False,local
419858461,191.6437878,-59.5648043,5,11,65,"11,37,38,64,65",,False,local
412371819,190.7458174,-59.7956825,5,11,65,"11,37,38,64,65",,False,local
399058051,162.9965116,-69.5901151,5,11,65,"11,37,38,64,65",,False,local
398502253,161.3213183,-68.4606029,6,10,65,"10,11,37,38,64,65",,False,local
